node	Loc	RTK70R
node_3377	South America	sensitive
FJ591381	South America	sensitive
node_3379	South America	sensitive
node_3384	South America	sensitive
node_3399	South America	sensitive
node_3445	South America	sensitive
node_3589	South America	sensitive
AF290027	Southern Africa ex SA	sensitive
node_135	Southern Africa ex SA	sensitive
DQ011167	South Africa	sensitive
node_143	Southern Africa ex SA	sensitive
AY829329	Southern Africa ex SA	sensitive
node_145	Southern Africa ex SA	sensitive
AY703909	South Africa	sensitive
DQ396387	South Africa	sensitive
AF443110	Southern Africa ex SA	sensitive
AY829279	Southern Africa ex SA	sensitive
node_241	Asia	sensitive
node_254	Asia	sensitive
node_256	Asia	sensitive
node_261	Asia	sensitive
HQ456674	Asia	sensitive
node_266	Asia	sensitive
EU683801	Asia	sensitive
node_270	Asia	sensitive
node_284	Asia	sensitive
node_287	Asia	sensitive
EU447778	Asia	sensitive
node_291	Asia	sensitive
node_295	Asia	sensitive
node_297	Asia	sensitive
EU158881	Asia	sensitive
node_300	Asia	sensitive
node_307	Asia	sensitive
node_311	Asia	sensitive
EU110055	Asia	sensitive
EU683784	Asia	sensitive
DQ826614	Asia	sensitive
node_322	Asia	sensitive
node_496	Asia	sensitive
node_498	Asia	sensitive
FJ878937	Asia	sensitive
node_582	Asia	sensitive
EU030411	Asia	sensitive
EU683789	Asia	sensitive
AY694221	Europe	sensitive
AY694240	Europe	resistant
EU110067	Asia	sensitive
node_595	Asia	sensitive
DQ826623	Asia	sensitive
node_604	Asia	sensitive
DQ826609	Asia	sensitive
node_607	Asia	sensitive
node_609	Asia	sensitive
node_617	Asia	sensitive
DQ826667	Asia	sensitive
EF186971	Asia	sensitive
EU673407	Europe	sensitive
FJ388952	Europe	sensitive
node_881	Horn of Africa	sensitive
node_1026	Central Africa	sensitive
HM119870	Central Africa	sensitive
node_1146	Central Africa	sensitive
HM119713	Central Africa	sensitive
node_1176	Central Africa	sensitive
EF602208	South Africa	sensitive
node_1186	Central Africa	sensitive
node_1186	South Africa	
HM120030	Central Africa	sensitive
HM119700	Central Africa	sensitive
AY829273	Southern Africa ex SA	sensitive
node_1201	Central Africa	sensitive
FJ199764	South Africa	sensitive
AF443087	Southern Africa ex SA	sensitive
HM120054	Central Africa	sensitive
HM120081	Central Africa	sensitive
KX907358	East Africa	sensitive
HM119767	Central Africa	sensitive
node_1216	Central Africa	sensitive
node_1326	Central Africa	sensitive
KM050553	Central Africa	sensitive
KM050538	Central Africa	sensitive
node_1343	Central Africa	sensitive
node_1346	Central Africa	sensitive
node_1349	Central Africa	sensitive
node_1352	Central Africa	sensitive
FJ199714	South Africa	sensitive
node_1363	South Africa	sensitive
node_1376	Central Africa	sensitive
node_1379	Central Africa	sensitive
node_1568	Central Africa	sensitive
node_1569	Central Africa	sensitive
AB285752	Horn of Africa	sensitive
node_1581	Europe	sensitive
HM119812	Central Africa	sensitive
node_1594	Central Africa	sensitive
AY787536	Asia	sensitive
node_1601	Asia	sensitive
KM049928	Central Africa	sensitive
KM049927	Central Africa	sensitive
FN599737	West Africa	sensitive
GQ400661	Europe	sensitive
HM119919	Central Africa	sensitive
node_1621	Central Africa	sensitive
node_1630	Central Africa	sensitive
node_1643	Southern Africa ex SA	sensitive
node_1670	Asia	sensitive
node_1670	Central Africa	
node_1672	Central Africa	sensitive
HM119847	Central Africa	sensitive
HM120134	Central Africa	sensitive
DQ164113	South Africa	sensitive
node_1687	South Africa	sensitive
node_1703	Central Africa	sensitive
node_1715	Central Africa	sensitive
node_1719	Central Africa	sensitive
node_1720	Central Africa	sensitive
node_1766	Central Africa	sensitive
node_1770	Central Africa	sensitive
HM119889	Central Africa	sensitive
node_1773	Central Africa	sensitive
HM119834	Central Africa	sensitive
DQ465237	North America	sensitive
HM119924	Central Africa	sensitive
node_1785	Central Africa	sensitive
node_1792	Europe	sensitive
node_1792	Southern Africa ex SA	
node_1793	Europe	sensitive
KM050541	Central Africa	sensitive
GU199579	Southern Africa ex SA	sensitive
FJ199613	South Africa	sensitive
DQ445633	South Africa	sensitive
node_1825	South Africa	sensitive
node_1826	South Africa	sensitive
EF602222	South Africa	sensitive
EU854507	South Africa	sensitive
GQ400025	Europe	sensitive
GQ400095	Europe	sensitive
KM050334	Central Africa	sensitive
HM120146	Central Africa	sensitive
AY118166	South Africa	sensitive
FJ388948	Europe	sensitive
EU345720	Europe	sensitive
node_1952	Europe	sensitive
node_1952	South Africa	
GQ400298	Europe	sensitive
node_1955	Europe	sensitive
FJ360877	Europe	sensitive
node_1962	Europe	sensitive
FJ199644	South Africa	sensitive
DQ396388	South Africa	sensitive
HM120125	Central Africa	sensitive
HM119935	Central Africa	sensitive
node_1997	Central Africa	sensitive
node_1998	Central Africa	sensitive
HM119904	Central Africa	sensitive
AY589923	South Africa	resistant
AY589894	South Africa	resistant
AY589910	South Africa	sensitive
HM119636	Central Africa	sensitive
DQ877803	Europe	sensitive
EF602187	South Africa	sensitive
FJ388913	Europe	sensitive
HM119886	Central Africa	sensitive
node_2034	Central Africa	sensitive
HM119712	Central Africa	sensitive
node_2038	Central Africa	sensitive
KM050374	Central Africa	sensitive
HM120065	Central Africa	sensitive
DQ013271	West Africa	sensitive
KC156123	South Africa	sensitive
KX907433	East Africa	sensitive
GU199528	Southern Africa ex SA	sensitive
HM119743	Central Africa	sensitive
HM120139	Central Africa	sensitive
KM049999	Central Africa	sensitive
HM119933	Central Africa	sensitive
GQ433805	Central Africa	sensitive
node_2076	Southern Africa ex SA	sensitive
AY756834	Southern Africa ex SA	sensitive
EF602588	Southern Africa ex SA	sensitive
AB254153	Central Africa	sensitive
AB254154	Central Africa	sensitive
node_2136	Central Africa	sensitive
node_2137	Central Africa	sensitive
node_2147	Central Africa	sensitive
node_2148	Central Africa	sensitive
node_2172	Central Africa	sensitive
node_2177	Central Africa	sensitive
KM050725	Central Africa	sensitive
node_2188	Central Africa	sensitive
node_2210	South Africa	sensitive
node_2210	Southern Africa ex SA	
node_2218	Southern Africa ex SA	sensitive
KC156218	Southern Africa ex SA	sensitive
AY901970	South Africa	sensitive
EF602183	South Africa	sensitive
node_2224	South Africa	sensitive
AB485645	Central Africa	sensitive
node_2291	Central Africa	sensitive
AY228556	South Africa	sensitive
node_2293	Central Africa	sensitive
node_2293	South Africa	
KM050682	Central Africa	sensitive
HM119926	Central Africa	sensitive
HM119653	Central Africa	sensitive
GQ433833	Central Africa	sensitive
AY253321	East Africa	sensitive
node_2321	Central Africa	sensitive
JX140667	South Africa	sensitive
AY734550	East Africa	sensitive
AY043174	South Africa	sensitive
node_2330	South Africa	sensitive
GU253417	South Africa	sensitive
node_2333	Central Africa	sensitive
KM050114	Central Africa	sensitive
node_2336	Central Africa	sensitive
node_2348	Central Africa	sensitive
node_2431	Central Africa	sensitive
node_2658	Central Africa	sensitive
node_2676	Central Africa	sensitive
FM251949	Asia	sensitive
FM251950	Asia	sensitive
node_2685	Central Africa	sensitive
node_2715	Central Africa	sensitive
AY492764	East Africa	sensitive
node_2720	Central Africa	sensitive
node_2723	Central Africa	sensitive
node_2726	Central Africa	sensitive
GQ433841	Central Africa	sensitive
node_2730	Central Africa	sensitive
node_2776	South Africa	sensitive
node_2777	South Africa	sensitive
DQ093596	South Africa	sensitive
DQ978981	South Africa	sensitive
KM050112	Central Africa	sensitive
node_2783	Central Africa	sensitive
DQ826597	Asia	sensitive
EF186946	Asia	sensitive
KM050243	Central Africa	sensitive
FJ445717	Southern Africa ex SA	sensitive
GQ400949	Europe	sensitive
node_2795	Europe	sensitive
node_2801	Central Africa	sensitive
node_2801	Southern Africa ex SA	
node_2884	Central Africa	sensitive
HM119893	Central Africa	sensitive
node_2887	Central Africa	sensitive
AY165230	Europe	sensitive
node_2892	Central Africa	sensitive
node_2892	South Africa	
node_2892	Southern Africa ex SA	
EU251828	East Africa	sensitive
node_2899	Central Africa	sensitive
node_2901	Central Africa	sensitive
node_2937	Central Africa	sensitive
node_2937	South Africa	
AM260250	East Africa	sensitive
AM260297	East Africa	sensitive
EU248348	Europe	sensitive
node_2996	East Africa	sensitive
AM260272	East Africa	sensitive
AM260301	East Africa	sensitive
AM260256	East Africa	sensitive
node_3008	East Africa	sensitive
GQ399768	Europe	sensitive
node_3022	East Africa	sensitive
node_3091	East Africa	sensitive
node_3092	East Africa	sensitive
AM260287	East Africa	sensitive
node_3100	East Africa	sensitive
AM260241	East Africa	sensitive
node_3117	East Africa	sensitive
node_3122	East Africa	sensitive
node_3313	East Africa	sensitive
AM260242	East Africa	sensitive
node_3319	East Africa	sensitive
AM260227	East Africa	sensitive
AM260281	East Africa	sensitive
HM534122	South America	sensitive
node_3349	South America	sensitive
node_3359	South America	sensitive
node_3360	South America	sensitive
HM534185	South America	sensitive
DQ344005	South America	sensitive
EU340736	South America	sensitive
FJ591387	South America	sensitive
EF379177	South America	sensitive
node_3371	Europe	sensitive
EF379204	South America	sensitive
EU340708	South America	sensitive
GQ401305	South America	sensitive
EF379212	South America	sensitive
GQ401330	South America	sensitive
node_3383	South America	sensitive
node_3390	South America	sensitive
node_3398	South America	resistant
node_3406	South America	sensitive
node_3444	South America	sensitive
node_3487	South America	sensitive
node_3588	South America	sensitive
AF290030	Southern Africa ex SA	sensitive
AF321523	Southern Africa ex SA	sensitive
node_138	Southern Africa ex SA	sensitive
node_142	Southern Africa ex SA	sensitive
AY136973	South Africa	sensitive
AY829269	Southern Africa ex SA	sensitive
EU781836	Asia	sensitive
EU683759	Asia	sensitive
EU683766	Asia	sensitive
node_253	Asia	sensitive
EU683792	Asia	sensitive
EF469243	Asia	sensitive
node_258	Asia	sensitive
node_260	Asia	sensitive
EU683798	Asia	sensitive
node_265	Asia	sensitive
EU037776	Asia	sensitive
EU037773	Asia	sensitive
EU781839	Asia	resistant
node_283	Asia	sensitive
node_285	Asia	sensitive
node_286	Asia	sensitive
DQ826617	Asia	sensitive
node_290	Asia	sensitive
KU341724	Asia	sensitive
node_294	Asia	sensitive
KX069225	Asia	sensitive
node_296	Asia	sensitive
EU683762	Asia	sensitive
node_299	Asia	sensitive
node_305	Asia	sensitive
node_306	Asia	sensitive
node_309	Asia	sensitive
node_310	Asia	sensitive
DQ826644	Asia	sensitive
node_321	Asia	sensitive
EU484323	Asia	sensitive
node_495	Asia	sensitive
HQ456668	Asia	sensitive
node_497	Asia	sensitive
node_512	Asia	sensitive
node_581	Asia	sensitive
node_593	Asia	sensitive
node_594	Asia	sensitive
node_600	Asia	sensitive
node_603	Asia	sensitive
DQ826633	Asia	sensitive
EU683778	Asia	sensitive
EU683774	Asia	sensitive
EU673391	Europe	sensitive
node_611	Asia	sensitive
node_616	Asia	sensitive
node_841	Horn of Africa	sensitive
node_880	Horn of Africa	sensitive
GU199566	Southern Africa ex SA	sensitive
node_1025	Central Africa	sensitive
EF195277	North America	sensitive
node_1145	Central Africa	sensitive
node_1168	Central Africa	sensitive
node_1175	Central Africa	sensitive
node_1181	Central Africa	sensitive
node_1181	South Africa	
node_1185	Central Africa	sensitive
node_1185	South Africa	
HM119982	Central Africa	sensitive
AY136993	South Africa	sensitive
node_1213	Central Africa	sensitive
node_1215	Central Africa	sensitive
node_1323	Central Africa	sensitive
node_1325	Central Africa	sensitive
node_1341	Central Africa	sensitive
node_1342	Central Africa	sensitive
node_1344	Central Africa	sensitive
node_1345	Central Africa	sensitive
HM119841	Central Africa	sensitive
node_1348	Central Africa	sensitive
node_1350	Central Africa	sensitive
node_1351	Central Africa	sensitive
EF602172	South Africa	sensitive
node_1362	South Africa	sensitive
node_1368	Central Africa	sensitive
node_1375	Central Africa	sensitive
node_1377	Central Africa	sensitive
node_1378	Central Africa	sensitive
node_1557	Central Africa	sensitive
node_1567	Central Africa	sensitive
KM050364	Central Africa	sensitive
AM071420	Southern Africa ex SA	sensitive
GQ400496	Europe	sensitive
node_1580	Europe	sensitive
HM119667	Central Africa	sensitive
HM119746	Central Africa	sensitive
HM572407	East Africa	sensitive
node_1600	Asia	sensitive
HM119674	Central Africa	sensitive
AY829299	Southern Africa ex SA	sensitive
node_1624	Central Africa	sensitive
node_1629	Central Africa	sensitive
node_1635	Southern Africa ex SA	sensitive
node_1642	Southern Africa ex SA	sensitive
node_1657	Southern Africa ex SA	sensitive
node_1669	Asia	sensitive
KM050216	Central Africa	sensitive
node_1671	Central Africa	sensitive
DQ093593	South Africa	sensitive
node_1686	South Africa	sensitive
node_1700	Central Africa	sensitive
node_1702	Central Africa	sensitive
node_1705	Central Africa	sensitive
node_1714	Central Africa	sensitive
node_1717	Central Africa	sensitive
node_1718	Central Africa	sensitive
AM260317	East Africa	sensitive
DQ056418	South Africa	sensitive
node_1755	Central Africa	sensitive
node_1765	Central Africa	sensitive
HM120077	Central Africa	sensitive
node_1769	Central Africa	sensitive
node_1772	Central Africa	sensitive
HM120145	Central Africa	sensitive
HM119835	Central Africa	sensitive
HM120099	Central Africa	sensitive
AY090856	Southern Africa ex SA	sensitive
DQ879080	Europe	sensitive
MF373197	Europe	sensitive
GQ400145	Europe	sensitive
EF602218	South Africa	sensitive
node_1824	South Africa	sensitive
FJ199758	South Africa	sensitive
DQ093598	South Africa	sensitive
AY137008	South Africa	sensitive
node_1951	Southern Africa ex SA	resistant
KY989952	Europe	sensitive
HM102336	Europe	sensitive
HM102333	Europe	sensitive
node_1961	Europe	sensitive
HM119646	Central Africa	sensitive
HM119962	Central Africa	sensitive
HM119895	Central Africa	sensitive
GQ433844	Central Africa	sensitive
KM050651	Central Africa	sensitive
HM120086	Central Africa	sensitive
HM119996	Central Africa	sensitive
EU248333	Europe	sensitive
AY829321	Southern Africa ex SA	sensitive
node_2075	Southern Africa ex SA	sensitive
KM050704	Central Africa	sensitive
node_2135	Southern Africa ex SA	sensitive
HM119883	Central Africa	sensitive
GQ433856	Central Africa	sensitive
node_2143	Central Africa	sensitive
node_2146	Central Africa	sensitive
HM119813	Central Africa	sensitive
GQ427134	Central Africa	sensitive
node_2152	Central Africa	sensitive
node_2171	Central Africa	sensitive
node_2173	Central Africa	sensitive
node_2176	Central Africa	sensitive
HM120017	Central Africa	sensitive
DQ056415	South Africa	sensitive
node_2208	South Africa	sensitive
node_2208	Southern Africa ex SA	
node_2209	South Africa	sensitive
node_2209	Southern Africa ex SA	
node_2211	Southern Africa ex SA	sensitive
node_2217	Southern Africa ex SA	sensitive
EU854538	South Africa	sensitive
EU854539	South Africa	sensitive
AF107378	Central Africa	sensitive
AF107381	Central Africa	sensitive
EU293444	South Africa	sensitive
AM071437	Southern Africa ex SA	sensitive
HM119944	Central Africa	sensitive
AY829301	Southern Africa ex SA	sensitive
GU253418	South Africa	sensitive
node_2329	South Africa	sensitive
KM050642	Central Africa	sensitive
GQ427133	Central Africa	sensitive
KM050130	Central Africa	sensitive
node_2335	Central Africa	sensitive
AF443085	Southern Africa ex SA	sensitive
node_2347	Central Africa	sensitive
node_2356	Central Africa	sensitive
node_2430	Central Africa	sensitive
node_2430	South Africa	
node_2430	Southern Africa ex SA	
node_2450	Central Africa	sensitive
node_2657	South Africa	sensitive
node_2668	Central Africa	sensitive
node_2675	Central Africa	sensitive
HM119967	Central Africa	sensitive
